research_domain,kernel_label,method,status,claim_ceiling,theory_dependent,simulation_only,supported_data
ACADEMIC_EPISTEMIC,Academic epistemic production & diffusion,AGENT_BASED_SIMULATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL;NETWORK
ACADEMIC_EPISTEMIC,Academic epistemic production & diffusion,BAYESIAN_EVIDENCE_SYNTHESIS,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,MULTIMODAL
ACADEMIC_EPISTEMIC,Academic epistemic production & diffusion,BLIND_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,MULTIMODAL
ACADEMIC_EPISTEMIC,Academic epistemic production & diffusion,CLUSTERING_DISCOVERY_ONLY,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;MULTIMODAL
ACADEMIC_EPISTEMIC,Academic epistemic production & diffusion,CLUSTER_RANDOMISED,COMPATIBLE_CANDIDATE,STRONG_REPLICATED_CAUSAL_EVIDENCE,False,False,EXPERIMENTAL;HIERARCHICAL
ACADEMIC_EPISTEMIC,Academic epistemic production & diffusion,CONTRIBUTION_ANALYSIS,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,ARCHIVAL;MULTIMODAL
ACADEMIC_EPISTEMIC,Academic epistemic production & diffusion,CROSSOVER_RANDOMISED,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,EXPERIMENTAL;REPEATED_MEASURES
ACADEMIC_EPISTEMIC,Academic epistemic production & diffusion,CROSS_METHOD_TRIANGULATION,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,ARCHIVAL;BIBLIOMETRIC;CONVERSATION;CROSS_SECTIONAL;EVENT_TIME;HIERARCHICAL;INTERVIEW;LONGITUDINAL;MULTIMODAL;NETWORK;PANEL;REPEATED_MEASURES;SPATIAL;TEXT_CORPUS;TIME_SERIES
ACADEMIC_EPISTEMIC,Academic epistemic production & diffusion,DAG_MODEL_CRITICISM,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,MULTIMODAL
ACADEMIC_EPISTEMIC,Academic epistemic production & diffusion,EQUIVALENCE_NONINFERIORITY,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,CROSS_SECTIONAL;EXPERIMENTAL;LONGITUDINAL
ACADEMIC_EPISTEMIC,Academic epistemic production & diffusion,FACTORIAL_RANDOMISED,COMPATIBLE_CANDIDATE,STRONG_REPLICATED_CAUSAL_EVIDENCE,False,False,EXPERIMENTAL
ACADEMIC_EPISTEMIC,Academic epistemic production & diffusion,FRAME_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,True,False,ARCHIVAL;TEXT_CORPUS
ACADEMIC_EPISTEMIC,Academic epistemic production & diffusion,GROUP_SEQUENTIAL_DESIGN,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,EXPERIMENTAL
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,CHANGE_POINT_DETECTION,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,False,False,TEXT_CORPUS;TIME_SERIES
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,DIACHRONIC_SEMANTIC_ANALYSIS,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,False,False,TEXT_CORPUS
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,HISTORICAL_INSTITUTIONAL_CHANGE,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,False,False,ARCHIVAL;TEXT_CORPUS
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,PROCESS_TRACING,ANCHOR,ASSOCIATION_OBSERVED,False,False,ARCHIVAL;INTERVIEW;TEXT_CORPUS
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,ACTIVE_LEARNING_DATA_ACQUISITION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,AGENT_BASED_SIMULATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL;NETWORK
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,AGE_PERIOD_COHORT,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,PANEL;TIME_SERIES
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,ARGUMENTATION_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CONVERSATION;TEXT_CORPUS
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,BAYESIAN_EVIDENCE_SYNTHESIS,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,MULTIMODAL
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,BLIND_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,MULTIMODAL
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,CAUSAL_DISCOVERY_HYPOTHESIS_GENERATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;LONGITUDINAL;TIME_SERIES
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,CLUSTERING_DISCOVERY_ONLY,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;MULTIMODAL
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,CONTRIBUTION_ANALYSIS,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,ARCHIVAL;MULTIMODAL
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,CORPUS_LINGUISTICS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,TEXT_CORPUS
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,CRITICAL_DISCOURSE_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,True,False,CONVERSATION;TEXT_CORPUS
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,CROSS_METHOD_TRIANGULATION,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,ARCHIVAL;BIBLIOMETRIC;CONVERSATION;CROSS_SECTIONAL;EVENT_TIME;HIERARCHICAL;INTERVIEW;LONGITUDINAL;MULTIMODAL;NETWORK;PANEL;REPEATED_MEASURES;SPATIAL;TEXT_CORPUS;TIME_SERIES
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,DAG_MODEL_CRITICISM,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,MULTIMODAL
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,DIFFERENCE_IN_DIFFERENCES,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,PANEL;TIME_SERIES
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,DISCOURSE_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,True,False,CONVERSATION;TEXT_CORPUS
HISTORICAL_NOSOLOGY,Historical psychiatry & nosology,DISTRIBUTED_LAG_TIME_VARYING_EFFECT,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,LONGITUDINAL;TIME_SERIES
EDUCATION_POLICY,Education policy & school environment,DIFFERENCE_IN_DIFFERENCES,ANCHOR,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,PANEL;TIME_SERIES
EDUCATION_POLICY,Education policy & school environment,EVENT_STUDY,ANCHOR,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,PANEL;TIME_SERIES
EDUCATION_POLICY,Education policy & school environment,INTERRUPTED_TIME_SERIES,ANCHOR,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,TIME_SERIES
EDUCATION_POLICY,Education policy & school environment,MULTILEVEL_HIERARCHICAL_MODEL,ANCHOR,ASSOCIATION_OBSERVED,False,False,HIERARCHICAL;LONGITUDINAL;PANEL
EDUCATION_POLICY,Education policy & school environment,ACTIVE_LEARNING_DATA_ACQUISITION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL
EDUCATION_POLICY,Education policy & school environment,AGENT_BASED_SIMULATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL;NETWORK
EDUCATION_POLICY,Education policy & school environment,AGE_PERIOD_COHORT,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,PANEL;TIME_SERIES
EDUCATION_POLICY,Education policy & school environment,BAYESIAN_EVIDENCE_SYNTHESIS,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,MULTIMODAL
EDUCATION_POLICY,Education policy & school environment,BAYESIAN_MODEL_AVERAGING,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,CROSS_SECTIONAL;LONGITUDINAL;PANEL
EDUCATION_POLICY,Education policy & school environment,BLIND_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,MULTIMODAL
EDUCATION_POLICY,Education policy & school environment,CAUSAL_DISCOVERY_HYPOTHESIS_GENERATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;LONGITUDINAL;TIME_SERIES
EDUCATION_POLICY,Education policy & school environment,CHANGE_POINT_DETECTION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,TEXT_CORPUS;TIME_SERIES
EDUCATION_POLICY,Education policy & school environment,CLUSTERING_DISCOVERY_ONLY,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;MULTIMODAL
EDUCATION_POLICY,Education policy & school environment,CLUSTER_RANDOMISED,COMPATIBLE_CANDIDATE,STRONG_REPLICATED_CAUSAL_EVIDENCE,False,False,EXPERIMENTAL;HIERARCHICAL
EDUCATION_POLICY,Education policy & school environment,CONTRIBUTION_ANALYSIS,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,ARCHIVAL;MULTIMODAL
EDUCATION_POLICY,Education policy & school environment,CROSS_METHOD_TRIANGULATION,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,ARCHIVAL;BIBLIOMETRIC;CONVERSATION;CROSS_SECTIONAL;EVENT_TIME;HIERARCHICAL;INTERVIEW;LONGITUDINAL;MULTIMODAL;NETWORK;PANEL;REPEATED_MEASURES;SPATIAL;TEXT_CORPUS;TIME_SERIES
EDUCATION_POLICY,Education policy & school environment,DAG_MODEL_CRITICISM,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,MULTIMODAL
EDUCATION_POLICY,Education policy & school environment,DIFFERENTIAL_ITEM_FUNCTIONING,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;HIERARCHICAL
EDUCATION_POLICY,Education policy & school environment,DISTRIBUTED_LAG_TIME_VARYING_EFFECT,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,LONGITUDINAL;TIME_SERIES
EDUCATION_POLICY,Education policy & school environment,GENERALISED_ADDITIVE_NONLINEAR,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,CROSS_SECTIONAL;LONGITUDINAL;TIME_SERIES
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",DIFFUSION_CASCADE_ANALYSIS,ANCHOR,ASSOCIATION_OBSERVED,False,False,EVENT_TIME;NETWORK
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",G_METHODS,ANCHOR,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,LONGITUDINAL;REPEATED_MEASURES
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",SOCIAL_NETWORK_ANALYSIS,ANCHOR,DESCRIPTIVE_EVIDENCE_ONLY,False,False,NETWORK
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",STOCHASTIC_ACTOR_ORIENTED_MODEL,ANCHOR,ASSOCIATION_OBSERVED,False,False,LONGITUDINAL;NETWORK
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",ACTIVE_LEARNING_DATA_ACQUISITION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",AGENT_BASED_SIMULATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,True,MULTIMODAL;NETWORK
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",AGE_PERIOD_COHORT,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,PANEL;TIME_SERIES
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",BAYESIAN_EVIDENCE_SYNTHESIS,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,MULTIMODAL
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",BAYESIAN_MODEL_AVERAGING,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,CROSS_SECTIONAL;LONGITUDINAL;PANEL
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",BIBLIOMETRIC_NETWORK_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,BIBLIOMETRIC;NETWORK
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",BLIND_ANALYSIS,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,MULTIMODAL
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",CALIBRATION_WEIGHTING_SURVEY,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,CROSS_SECTIONAL;LONGITUDINAL;SURVEY
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",CAUSAL_DISCOVERY_HYPOTHESIS_GENERATION,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;LONGITUDINAL;TIME_SERIES
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",CAUSAL_FOREST_HTE,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,CROSS_SECTIONAL;LONGITUDINAL
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",CAUSAL_MEDIATION_INTERVENTIONAL_EFFECTS,COMPATIBLE_CANDIDATE,MODERATE_TRIANGULATED_CAUSAL_EVIDENCE,False,False,LONGITUDINAL
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",CITATION_LINEAGE_DEPENDENCY,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,BIBLIOMETRIC;NETWORK
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",CLUSTERING_DISCOVERY_ONLY,COMPATIBLE_CANDIDATE,DESCRIPTIVE_EVIDENCE_ONLY,False,False,CROSS_SECTIONAL;MULTIMODAL
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",COMPETING_RISKS_MULTISTATE,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,EVENT_TIME;LONGITUDINAL
DIGITAL_MEDIA_PEER,"Digital, media & peer influence",CONTRIBUTION_ANALYSIS,COMPATIBLE_CANDIDATE,ASSOCIATION_OBSERVED,False,False,ARCHIVAL;MULTIMODAL
